"raw","canonical","slot","lang","priority","rule_type","review_status","ambiguity","tags","source","note"
"僵尸呻吟","Zombie Groan","source","zh","100","phrase","keep","medium","creature/zombie/groan","manual","batch_repair_v0.2 complete real-input phrase"
"高跟鞋踩地","High Heel Footstep","action","zh","100","phrase","keep","low","footstep/high-heel","manual","batch_repair_v0.2 complete real-input phrase"
"闪光灯充能","Camera Flash Charge","action","zh","100","phrase","keep","low","camera/flash/charge","manual","batch_repair_v0.2 complete real-input phrase"
"溪流潺潺","Stream Flow","source","zh","100","phrase","keep","low","water/stream/flow","manual","batch_repair_v0.2 complete real-input phrase"
"电钻钻孔","Power Drill Drilling","action","zh","100","phrase","keep","low","tool/drill","manual","batch_repair_v0.2 complete real-input phrase"
"刮擦铁板","Metal Plate Scrape","action","zh","100","phrase","keep","low","metal/plate/scrape","manual","batch_repair_v0.2 rule-bug repair"
"打磨金属","Metal Grind","action","zh","100","phrase","keep","low","metal/grind","manual","batch_repair_v0.2 rule-bug repair"
"轻碰麦克风","Mic Bump","action","zh","100","phrase","keep","low","mic/bump","manual","batch_repair_v0.2 rule-bug repair"
"划玻璃","Glass Scratch","action","zh","100","phrase","keep","low","glass/scratch","manual","batch_repair_v0.2 rule-bug repair"
"蹭地板","Floor Scuff","action","zh","100","phrase","keep","low","floor/scuff","manual","batch_repair_v0.2 rule-bug repair"
"滑板滑行","Skateboard Roll","motion","zh","100","phrase","keep","low","skateboard/roll","manual","batch_repair_v0.2 rule-bug repair"
"锤子砸铁板","Hammer Hit Metal Plate","action","zh","100","phrase","keep","medium","hammer/hit/metal/plate","manual","batch_repair_v0.2 governed contextual phrase"
"车辆碰撞","Car Crash","action","zh","100","phrase","keep","low","car/crash","manual","batch_repair_v0.2 rule-bug repair"
