Category,SubCategory,CatID,CatShort,Explanations,Explanations_zh,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
CARTOON,CLANG,TOONClang,TOON,"Cartoon clangs, like a funny anvil hit. Most likely a very metallic resonant hit.",卡通叮当作响，就像有趣的铁砧撞击一样。很可能是非常金属的共鸣撞击。,"Animated, Anvil, Bong, Cartoony, Clink, Comic, Hanna, Metallic, Silly, Toon",卡通,咣当,叮当、金属、刀光、刀剑,,
CARTOON,CREAK,TOONCreak,TOON,"Cartoon creaks, some overlap or confusion with CARTOON-STRETCH possible.",卡通吱吱作响，可能与 CARTOON-STRETCH 重叠或混淆。,"Animated, Cartoony, Comic, Hanna, Screech, Silly, Toon, Wood",卡通,嘎吱,橡胶、牛皮筋、硅胶,,
CARTOON,HORN,TOONHorn,TOON,"Cartoon horns, as in bulb horns, clown horns.",卡通喇叭，如灯泡喇叭、小丑喇叭。,"Animated, Bugle, Bulb, Cartoony, Clown, Comic, Hanna, Honk, Silly, Toon, Trumpet",卡通,号,灯泡喇叭、 喇叭、 小丑喇叭,,
CARTOON,IMPACT,TOONImpt,TOON,"Cartoon hits, bonk, boink, doink..",卡通热门歌曲，bonk，boink，doink。,"Animated, Bang, Biff, Boff, Boink, Bonk, Cartoony, Clobber, Comic, Doink, Hanna, Hit, Punch, Shtoink, Silly, Smack, Strike, Thunk, Toon, Wham, Zonk",卡通,打击,duang,,
CARTOON,MACHINE,TOONMach,TOON,"Cartoon machines, an overly comical sounding machine or contraption. A Rube Goldberg contraption.",卡通机器，一种听起来过于滑稽的机器或装置。鲁布·戈德堡的装置。,"ACME, Animated, Apparatus, Cartoony, Comic, Comical, Contraption, Device, Gadget, Gizmo, Goldberg, Hanna, Machine, Rube, Silly, Toon, Trap",卡通,机器,卡通机器,,
CARTOON,MISC,TOONMisc,TOON,Cartoon sounds not fitting another category in this list.,不适合归入本列表其他子类的卡通类音效。,"Animated, Blorb, Cartoony, Comic, Flump, Hanna, Silly, Squanch, Toon",卡通,其它,搞笑、蠢、可爱,,
CARTOON,MUSICAL,TOONMx,TOON,Cartoon musical phrases. String plucks for a cartoon character sneaking up on another. Perhaps a cartoon musical phrase.,卡通音乐短语。为一个偷偷接近另一个卡通人物的绳子拨动。也许是一个卡通音乐短语。,"Animated, Ascend, Cartoony, Comic, Descend, Gliss, Hanna, Melodic, Musical, Silly, Toon",卡通,音乐性,琶音、上升、下降、,,
CARTOON,PLUCK,TOONPluk,TOON,"Cartoon string plucks, violin plucks, dental floss plucks.",卡通弦拨弦、小提琴拨弦、牙线拨弦。,"Animated, Cartoony, Comic, Hanna, Plink, Pluck, Silly, String, Toon",卡通,弹拨,拨弦,,
CARTOON,POP,TOONPop,TOON,"Cartoon funny pops, mouth pops, suction cup pops.",卡通搞笑流行音乐、嘴巴流行音乐、吸盘流行音乐。,"Animated, Bubble, Bubblegum, Cartoony, Comic, Cup, Gun, Hanna, Mouth, Pop, Pops, Silly, Suction, Toon",卡通,道具,吸盘、泡泡爆破,,
CARTOON,SHAKE,TOONShake,TOON,"Cartoon shake, like a noisemaker toy, maraca.",卡通摇晃，就像一个发声玩具，马拉卡。,"Animated, Cartoony, Comic, Hanna, Rattle, Silly, Toon, Tremble",卡通,摇晃,嘎嘎声,,
CARTOON,SPLAT,TOONSplt,TOON,"Cartoon splats, funny liquid and mud like splats and things.",卡通泼溅物、有趣的液体和泥浆等泼溅物之类的东西。,"Animated, Cartoony, Comic, Hanna, Silly, Splat, Splort, Squelch, Squish, Toon",卡通,啪嗒,卡通液体声,,
CARTOON,SQUEAK,TOONSqk,TOON,Cartoon squeaks. funny little sounding squeaks of things.,卡通吱吱声。一些听起来很有趣的小东西的吱吱声。,"Animated, Cartoony, Comic, Hanna, Rubber, Silly, Squeak, Toon",卡通,摩擦,吱,,
CARTOON,STRETCH,TOONStrch,TOON,"Cartoon stretches, funny rubber or other type stretching sounds, exaggerated.",卡通拉伸、有趣的橡胶或其他类型的拉伸声音，夸张。,"Animated, Cartoony, Comic, Elongate, Extend, Hanna, Lengthen, Pull, Silly, Strain, Toon, Yank",卡通,伸缩,拉紧、拉伸,,
CARTOON,SWISH,TOONSwsh,TOON,"Cartoon swishes, specifically very funny cartoony swishes.",卡通嗖嗖，特别是非常有趣的卡通嗖嗖声。,"Animated, Cartoony, Comic, Hanna, Silly, Swirl, Swoosh, Toon, Twirl, Whoosh",卡通,嗖嗖,旋转、划过、闪白、过场,,
CARTOON,TWANG,TOONTwang,TOON,"Cartoon twangs, that classic ruler twang type sound.",卡通鼻音，即经典的尺鼻音类型的声音。,"Animated, Band, Cartoony, Comic, Hanna, Harp, Jaw, Pluck, Rubber, Ruler, Silly, String, Toon, Twanging",卡通,弹拨声,拨尺声、 弹尺声,,
CARTOON,VEHICLE,TOONVeh,TOON,"Cartoon vehicles, think Jetsons spaceship or Flintstones cars.",卡通车辆，想想杰森一家的宇宙飞船或摩登原始人的汽车。,"Animated, Backfire, Cartoony, Comic, Contraption., Flintstones, Hanna, Jetsons, Silly, Toon",卡通,载具,异型车、 特殊载具,,
CARTOON,VOCAL,TOONVox,TOON,"Cartoon vocals, specifically very silly. See also CARTOON-ANIMALS for non-human vocals.",卡通人声，特别傻。另请参阅卡通动物了解非人类声音。,"Animated, Cartoony, Comic, Grumble, Hanna, Mumble, Mutter, Ramble, Silly, Toon, Voice",卡通,语音,非人类叫声,,
CARTOON,WARBLE,TOONWarb,TOON,Cartoon warble.,卡通颤音。,"Animated, Cartoony, Comic, Hanna, Quaver, Silly, Toon, Vibrato, Warbling, Wobble",卡通,颤音,颤音,,
CARTOON,WHISTLE,TOONWhis,TOON,"Cartoon whistles, most likely slide whistles, other very silly whistles. A Wolf-Whistle.",卡通口哨，很可能是幻灯片口哨，还有其他非常愚蠢的口哨。一声狼哨。,"Animated, Blow, Cartoony, Comic, Hanna, Silly, Slide, Toon, Toot, Whistle, Wolf",卡通,哨子,滑哨、哨音,,
CARTOON,ZIP,TOONZip,TOON,"Cartoon zips. Very fast 'zip' type sounds, often for fast movement aways.",卡通拉链。非常快的“拉链”式声音，通常用于快速移动。,"Animated, Cartoony, Comic, Dart, Flash, Fly, Hanna, Rico, Silly, Toon, Whizz, Zing, Zip, Zippy, Zoom",卡通,拉链,上拉、 下拉,,
CERAMICS,BREAK,CERMBrk,CERM,"Ceramics break of a more singular nature, a plate shatter, breaking, cracking, crunching. Mostly for single items breaking. See also CERAMICS-CRASH & DEBRIS.",陶瓷的破裂具有更奇异的性质，盘子破碎、破碎、破裂、嘎吱作响。主要针对单件物品的破损。另请参见陶瓷 - 碰撞和碎片。,"Apart, Break, Burst, Ceramic, Ceramics, China, Chip, Clay, Crack, Crockery, Crumble, Crunch, Crush, Demolish, Destroy, Disintegrate, Earthenware, Fracture, Fragment, Porcelain, Pottery, Shatter, Smash, Snap, Splinter, Split, Stoneware, Terracotta, Tile, Ware",陶瓷,打破,打破、裂缝、粉碎、破坏,,
CERAMICS,CRASH & DEBRIS,CERMCrsh,CERM,"Ceramics destruction of more of a group nature, multiple crashes and debris. See also CERAMICS-BREAK.",陶瓷的破坏更多是群体性的，多发碰撞和碎片。另请参见陶瓷-断裂。,"Ceramic, Ceramics, China, Clay, Collision, Crockery, Debris, Earthenware, Fall, Fragments, Porcelain, Pottery, Remains, Rubble, Ruins, Scatter, Shards, Smash, Stoneware, Terracotta, Tile, Trash, Ware, Wreckage",陶瓷,碎片,坠落、碎片、碰撞,,
CERAMICS,FRICTION,CERMFric,CERM,"Ceramics friction, scraping, squeaking, screeching.",陶瓷摩擦、刮擦、吱吱声、尖叫声。,"Abrasion, Attrition, Ceramic, Ceramics, China, Clay, Creak, Crockery, Earthenware, Erosion, Grating, Grinding, Porcelain, Pottery, Rasping, Rubbing, Scouring, Scrape, Scraping, Scratching, Screech, Scuffing, Sliding, Squeak, Stoneware, Stress, Terracotta, Tile, Ware, Wear",陶瓷,挤压,压力、刮擦、吱吱声、吱吱声、尖叫声,,
CERAMICS,HANDLE,CERMHndl,CERM,"Ceramics handling, picking up a coffee mug, handling a plant pot. Some overlap with CERAMICS-MOVEMENT.",处理陶瓷、拿起咖啡杯、处理花盆。有些与陶瓷运动重叠。,"Caress, Catch, Ceramic, Ceramics, China, Clasp, Clay, Clench, Clutch, Crockery, Down, Earthenware, Embrace, Fondle, Grab, Grasp, Grip, Handle, Hold, Manipulate, Operate, Palm, Pickup, Porcelain, Pottery, Seize, Set, Stoneware, Take, Terracotta, Tile, Toss, Touch, Use, Ware",陶瓷,抓取,触碰、 拿到、 抓取,,
CERAMICS,IMPACT,CERMImpt,CERM,"Ceramics impacts without breaking, so hits drops, clunks and clinks. See also CERAMICS-BREAK.",陶瓷撞击不会破裂，因此撞击时会发出撞击声、叮当声和叮当声。另请参见陶瓷-断裂。,"Bang, Banging, Bash, Bump, Ceramic, Ceramics, China, Clap, Clay, Clink, Clunk, Collide, Colliding, Collision, Crash, Crashing, Crockery, Drop, Earthenware, Hit, Hitting, Impact, Impacting, Jolt, Knock, Porcelain, Pottery, Pound, Ram, Shock, Slam, Slamming, Smack, Smacking, Stoneware, Strike, Striking, Terracotta, Thrust, Thump, Tile, Ware",陶瓷,打击,掉落、撞击、碰撞,,
CERAMICS,MISC,CERMMisc,CERM,Ceramics sounds not fitting another category in this list.,不适合归入本列表其他子类的陶瓷类音效。,"Ceramic, Ceramics, China, Clay, Crockery, Earthenware, Miscellaneous, Porcelain, Pottery, Stoneware, Terracotta, Tile, Ware",陶瓷,其它,各种各样的,,
CERAMICS,MOVEMENT,CERMMvmt,CERM,"Ceramics single or group movement, so dragging, shaking and rattling. See also CERAMICS-HANDLE.",陶瓷单个或群体运动，故拖拉、摇晃、嘎嘎作响。另请参见陶瓷手柄。,"Ceramic, Ceramics, China, Clatter, Clay, Crockery, Drag, Earthenware, Jiggle, Jingle, Move, Porcelain, Pottery, Rattle, Roll, Shake, Shift, Stoneware, Terracotta, Tile, Vibrate, Ware, Wobble",陶瓷,移动,拖动、滚动、摇晃,,
CERAMICS,TONAL,CERMTonl,CERM,"Ceramics ringing, as in being bowed.",陶瓷发出响声，就像在鞠躬一样。,"Bowed, Ceramic, Ceramics, China, Clay, Crockery, Earthenware, Frequency, Harmonic, Melodic, Melodious, Musical, Ping, Pitch, Porcelain, Pottery, Resonance, Resonant, Ring, Shing, Sonorous, Sound, Stoneware, Terracotta, Tile, Timbre, Tonal, Tone, Ware",陶瓷,音乐性,纯音、 音色、 谐音,,
CHAINS,BREAK,CHAINBrk,CHAIN,"Chain snapping or breaking, that sharp sound of a chain failing.",链条断裂或断裂，链条断裂时发出尖锐的声音。,"Bend, Break, Burst, Crack, Fracture, Links, Rupture, Sever, Shatter, Snap, Splinter, Split",链条,打破,折断、折断、弯曲,,
CHAINS,HANDLE,CHAINHndl,CHAIN,"Chain handling, repairing a bike chain, a prisoner moving around in chains. Some overlap with CHAINS-MOVEMENT.",处理链条、修理自行车链条、囚犯戴着链条走动。有些与链条运动重叠。,"Catch, Clench, Down, Grab, Grasp, Grip, Handle, Hold, Manipulate, Operate, Palm, Pickup, Pulling, Seize, Set, Take, Throw, Toss, Use",链条,抓取,铁链、自行车链、锁链,,
CHAINS,IMPACT,CHAINImpt,CHAIN,"Chain impacts, such a big chain hit or slam, or a tension snap of a chain being pulled taut.",链条冲击，例如链条大的撞击或撞击，或者链条被拉紧时的张力断裂。,"Bang, Banging, Colliding, Crash, Crashing, Drop, Hit, Hitting, Impact, Impacting, Pound, Ram, Slam, Slamming, Smack, Smacking, Strike, Striking, Thrust",链条,打中,跌落、撞击、撞击、猛击、张力断裂,,
CHAINS,MISC,CHAINMisc,CHAIN,Chain sounds not fitting another category in this list.,不适合归入本列表其他子类的链条类音效。,"Bonds, Links, Manacles, Miscellaneous, Restraints, Shackles",链条,其它,各种各样的,,
CHAINS,MOVEMENT,CHAINMvmt,CHAIN,"Chain handling, particularly being pulled through pulleys or across surfaces. See also CHAINS-HANDLE.",链条处理，特别是通过滑轮或表面拉动。另请参见链条手柄。,"Bind, Bound, Clank, Clatter, Drag, Jingle, Shackle, Shackled, Shake, Vibrate",链条,移动,手铐、锁链,,
CHEMICALS,ACID,CHEMAcid,CHEM,"Chemical acid burning and sizzling, bubbling. A vat of acid.",化学酸燃烧并发出滋滋声，冒泡。一桶酸。,"Acetic, Acidic, Acrid, Biting, Caustic, Citric, Corrosive, Erosive, Fizz, Hydrochloric, Melt, Sizzle, Sour, Sulfuric, Toxic",化学,腐蚀,嘶嘶声、融化、法术、魔法,,
CHEMICALS,MISC,CHEMMisc,CHEM,Chemical sounds not fitting another category in this list.,不适合归入本列表其他子类的化学类音效。,"Agents, Atoms, Chemical, Chemicals, Compound, Compounds, Formulas, Matter, Miscellaneous, Mixtures, Molecules, Reagent, Solutions, Substance, Substances, Toxic",化学,其它,各种各样的,,
CHEMICALS,REACTION,CHEMReac,CHEM,"Chemical reactions, chemistry set, bubbling, foaming, bunsen burner reactions. Overlap perhaps with LIQUID & MUD category.",化学反应、化学凝固、起泡、发泡、本生灯反应。可能与液体和泥浆类别重叠。,"Activate, Bubbling, Catalysis, Catalyst, Catalyze, Chemically, Chemistry, Electrolysis, Endothermic, Enzyme, Exothermic, Fermentation, Foaming, Hydrolysis, Inactive, Inert, React, Reaction, Reactive, Reagent, Transformation",化学,反应,冒泡、起泡、反应,,
CLOCKS,CHIME,CLOCKChim,CLOCK,"Chimes, bells specifically for a clock, Grandfather clock chimes. Alarm clocks would go to ALARMS-CLOCK.",编钟，专为钟表编钟、祖父钟编钟。闹钟会转到“闹钟”。,"Bell, Chime, Clock, Dong, Grandfather, Peal, Ring, Sound, Strike, Striker, Toll, Tolling",钟表,风铃,钟声、 树铃,,
CLOCKS,MECHANICS,CLOCKMech,CLOCK,"Clocks winding, complex mechanical clock mechanisms.",时钟上发条，复杂的机械时钟机制。,"Apparatus, Clocklike, Clockwork, Clockworks, Cogwheel, Cuckoo, Device, Escapement, Gears, Innards, Insides, Machinery, Mainspring, Mechanisms, Movements, Pendulum, Springs, Ticktock, Timepiece, Watch, Wheels, Winder, Winding, Workings",钟表,机械,绕组、 时钟齿轮、 布谷鸟钟、轮轴,,
CLOCKS,MISC,CLOCKMisc,CLOCK,Clock sounds not fitting another category in this list. Also see ALARMS-CLOCK,不适合归入本列表其他子类的钟表类音效。,"Chronometers, Miscellaneous, Timekeepers, Timepieces, Timers, Watches",钟表,其它,各种各样的,,
CLOCKS,TICK,CLOCKTick,CLOCK,"Analog ticking clocks and watches of all sizes, also mechanical stop watches.",各种尺寸的模拟滴答时钟和手表，还有机械秒表。,"Chronometer, Click, Clicking, Clock, Egg, Face, Hands, Numerals, Pendulum, Quartz, Sounds, Stop, Stopwatch, Tick, Tick-Tock, Ticking, Time, Timekeeping, Timer, Tock, Tocking, Watch",钟表,嘀嗒,滴答、点击、石英、滴答、秒表、鸡蛋计时器,,
CLOTH,FLAP,CLOTHFlp,CLOTH,"Cloth flapping, as in a flag flapping, or superman's cape. Also ship sails and parachutes.",布料飘扬，就像旗帜飘扬，或者超人的斗篷。还有船帆和降落伞。,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Cape, Clothe, Cotton, Dress, Fabric, Fabrics, Flag, Flannel, Flap, Flapping, Flicker, Flutter, Fluttering, Garment, Gown, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Parachute, Pillowcase, Polyester, Rag, Rayon, Robe, Rustle, Rustling, Sail, Sailcloth, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Towel, Whipping, Wool, Woven",布料,抖动,翅膀、襟翼、旗帜、沙沙声、降落伞、斗篷、帆布、帆、床单,,
CLOTH,HANDLE,CLOTHHndl,CLOTH,"Cloth handling, grabbing a jacket, clothy arm grabs, etc. Some overlap with CLOTH-MOVEMENT. See also possibly OBJECTS-FASHION.",布料处理、抓住夹克、抓住布料手臂等。有些与布料运动重叠。也可能参见对象时尚。,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Catch, Clasp, Clench, Clothe, Clutch, Cotton, Down, Dress, Embrace, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Grab, Grasp, Grip, Handle, Hold, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pickup, Pillowcase, Polyester, Rag, Rayon, Robe, Seize, Set, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Toss, Towel, Wool, Woven",布料,抓取,拿衣服、 整理衣服,,
CLOTH,IMPACT,CLOTHImpt,CLOTH,"Cloth impacts, throwing a jacket forcefully to the floor, a wet towel snap. Some overlap with CLOTH-MOVEMENT possible.",布料撞击，将夹克用力扔到地板上，湿毛巾折断。可能与布料运动有些重叠。,"Apparel, Apron, Banner, Bib, Blanket, Bump, Burlap, Canvas, Clothe, Cotton, Dress, Drop, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Hit, Hitting, Impact, Impacting, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Polyester, Rag, Rayon, Robe, Sheet, Shirt, Silk, Skirt, Smack, Smacking, Strike, Tablecloth, Terry, Textile, Thump, Towel, Wool, Woven",布料,打击,抓衣服、 挠衣服,,
CLOTH,MISC,CLOTHMisc,CLOTH,Cloth sounds not fitting another category in this list.,不适合归入本列表其他子类的布料类音效。,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Chambray, Cloth, Clothe, Corduroy, Cotton, Denim, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Miscellaneous, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Polyester, Rag, Rayon, Robe, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Towel, Twill, Velvet, Wool, Woven",布料,其它,各种各样的,,
CLOTH,MOVEMENT,CLOTHMvmt,CLOTH,Varied cloth movement except flapping which has its own category. Variety of cloth movement. Cloth zuzz. See also CLOTH-FLAP.,除了拍打之外，布料的运动多种多样，拍打有自己的类别。各种布运动。布滋滋声。另请参见布瓣。,"Adjusting, Apparel, Apron, Arranging, Banner, Bib, Billow, Billowing, Blanket, Bunching, Burlap, Canvas, Clothe, Cotton, Crumpling, Drape, Draping, Dress, Fabric, Fabrics, Flag, Flannel, Flapping, Flow, Flutter, Fluttering, Folding, Garment, Gathering, Gown, Hang, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Movement, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Pleating, Polyester, Positioning, Rag, Rayon, Repositioning, Ripple, Robe, Ruffle, Ruffling, Rustle, Rustling, Scrunch, Scrunching, Settling, Sheet, Shifting, Shirt, Silk, Skirt, Smoothing, Spreading, Stretching, Sway, Swaying, Swing, Swish, Tablecloth, Terry, Textile, Towel, Tucking, Tugging, Undulate, Unfolding, Waving, Wool, Woven, Zuzz",布料,移动,嗖嗖、 沙沙声、 皱褶、 摩擦,,
CLOTH,RIP,CLOTHRip,CLOTH,"Various cloth rips and tears, short to long. Velcro would best fit here too.",各种布料撕裂和撕裂，从短到长。魔术贴也最适合这里。,"Apart, Apparel, Apron, Banner, Bib, Blanket, Breach, Burlap, Canvas, Clothe, Cotton, Cut, Dissect, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gash, Gown, Incise, Jacket, Jeans, Khaki, Lace, Lacerate, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Perforate, Pillowcase, Polyester, Puncture, Rag, Rayon, Rend, Rip, Ripped, Ripper, Ripping, Rive, Robe, Sever, Sheet, Shirt, Shred, Shredded, Silk, Skirt, Slash, Sunder, Tablecloth, Tattered, Tatters, Tear, Tearing, Terry, Textile, Towel, Velcro, Wool, Woven",布料,撕扯,撕裂、魔术贴,,
COMMUNICATIONS,AUDIO VISUAL,COMAv,COM,"Various AV devices such a projector or tape recorder, video cameras here too. Some overlap or confusion with COMMUNICATIONS-CAMERA.",各种 AV 设备，例如投影仪或录音机、摄像机也在这里。与通信摄像机有些重叠或混淆。,"16mm, 8mm, Amplification, Amplifier, Audio, Audiovisual, Aural, AV, Betamax, Bias, Bolex, Cables, Camcorder, Camera, Cassette, CD, Cinematography, Conferencing, Device, Digital, Dollies, Film, Filming, Footage, Hypermedia, Ipod, Laserdisc, Media, Mixer, Monitoring, Motion, Multimedia, Nagra, Picture, Playback, Player, Presentation, Projector, Radiotelephone, Receiver, Recorder, Reel, Render, Slide, Sound, Spooling, Streaming, System, Tape, Taping, Telecommunication, Television, To, Transient, Tripod, VCR, Video, Videocam, Videophone, Visual, Walkman, Wall",通讯,影视设备,电影摄影机、  胶片相机、 投影仪、 录音机、 磁带机、 随身听、 CD 播放器、 录像机、 播放器、 幻灯机、 ipod、DVD、VCD、蓝光机,,
COMMUNICATIONS,CAMERA,COMCam,COM,"Still camera shutters, automatic winding, old flash-bulbs. Movie and video cameras to COMMUNICATIONS-AV.",静态相机快门、自动上发条、旧闪光灯。电影和摄像机到 COMMUNICATIONS-AV。,"120mm, 35mm, Action, Autofocus, Body, Bulb, Cam, Camara, Camera, Cameraman, Cameramen, Cameraperson, Camra, Canon, CCTV, Digicam, Digital, DSLR, Film, Flash, Format, Fuji, Fujifilm, Hasselblad, Image, Imaging, Instant, Kodak, Leica, Lens, Lense, Mamiya, Medium, Minicam, Nikon, Olympus, Photo, Photog, Photograph, Photographer, Photographic, Photographing, Photography, Picture, Pictures, Point-And-Shoot, Polaroid, Sensor, Shutter, SLR, Sony, Surveillance, Trail, Viewfinder, Webcam, Winding",通讯,照相机,相机快门、对焦、闪光灯、柯达、尼康、佳能、奥林巴斯、柯达、富士、富士胶片、玛米亚、哈苏、徕卡,,
COMMUNICATIONS,CELLPHONE,COMCell,COM,"Cellphones and Smartphones., clicks and rings, tones.",手机和智能手机、点击声和铃声、铃声。,"Android, Blackberry, Calling, Cameraphone, Carphone, Cell, Cellular, Femtocell, Flip, Galaxy, Handsfree, Iphone, Mobile, Motorola, Nokia, Phone, Pocketphone, Portability, Roaming, Screenphone, SIM, Smartphone, Wireless, Wristphone",通讯,手机,手机、 智能手机、 iphone、 黑莓手机、 翻盖手机、 安卓,,
COMMUNICATIONS,MICROPHONE,COMMic,COM,Feedback and mic bumps and handling. Megaphones would go here too.,反馈和麦克风碰撞和处理。扩音器也会放在这里。,"Cardioids, Dictaphone, Electret, Feedback, Handling, Headsets, Hydrophone, Hypercardioid, Lapel, Larsen, Lavalier, Lavaliere, Lectern, Megaphone, Mic, Microphone, Mics, Mike, Mikes, Podium, Preamplifier, Tap, Transducer",通讯,麦克风,麦克风啸叫、麦克风杂音、扩音器,,
COMMUNICATIONS,MISC,COMMisc,COM,Communication sounds not fitting another category in this list.,不适合归入本列表其他子类的通讯类音效。,"Comm, Communicator, Fax, Miscellaneous, Newsletter, Reporting, Telecom, Telecommunication, Telecommunications, Telecoms, Telematics, Transmittal, Transmitted",通讯,其它,各种各样的,,
COMMUNICATIONS,PHONOGRAPH,COMPhono,COM,"Turntable, Victrola, motors and mechanics. STATIC has its own subcategory here.",转盘、留声机、电机和机械装置。 STATIC 在这里有自己的子类别。,"33, 45, 78, Audion, Changer, Cinematograph, Edison, EP, Gramophone, Gramophones, Graphogram, Graphophone, Jukebox, Jukeboxes, Kinetoscope, LP, Orchestrion, Phonautograph, Phono, Phonogram, Phonographic, Phonography, Phonorecord, Photophone, Pianola, Player, Portable, Radiogram, Record, Stereophonic, Stereopticon, Stylus, Turntable, Turntables, Victrola, Vinyl",通讯,留声机,转盘、留声机、 黑胶唱片,,
COMMUNICATIONS,RADIO,COMRadio,COM,"Tuning, radio and shortwave sounds. STATIC has its own subcategory here. A radio broadcast would go here too. Overlap with VOICES-FUTZED.",调音、广播和短波声音。 STATIC 在这里有自己的子类别。无线电广播也会在这里进行。与 VOICES-FUTZED 重叠。,"Airing, Airwaves, AM, Antenna, BBC, Boombox, Broadcast, Broadcaster, Broadcasting, Car, Clock, Communications, FM, Futz, HD, Longwave, Newscasting, Portable, Radar, Radial, Radiocast, Radiocommunication, Radiofrequency, Radiophonic, Radiotelegraph, Radiotelegraphy, Radiotelephone, Receiver, Receiving, Shortwave, Side-Band, Signal, Siriusxm, Squelch, Station, Tabletop, Transmission, Tuner, Tuning, Waves, Weather, Wireless",通讯,收音机,调谐、收音机、短波、白噪、信号、电台、通讯,,
COMMUNICATIONS,STATIC,COMStatic,COM,"Static from any electronic source, radio, CB, television, optical noise, phonograph noise.",来自任何电子源、无线电、CB、电视、光学噪声、留声机噪声的静电。,"Aliasing, Brown, Buzz, Crackle, Crunchy, Electrostatic, Fuzz, Hiss, Hum, Interference, Noise, Noisy, Pink, Radio, Scramble, Squelched, TV, White",通讯,干扰,噪音,,
COMMUNICATIONS,TELEMETRY,COMTelm,COM,"Fax machine tones, modem tones, telegraph, teletype. UI is it's own category",传真机铃声、调制解调器铃声、电报机、电传打字机。 UI是它自己的类别。,"Analog, Analytics, Code, Comms, Data, Datalink, Datalogger, Dataloggers, Digital, Downlink, Downlinks, FSK, GPS, Modem, Monitoring, Morse, PPM, PSK, Ranging, Readout, Readouts, Satellites, Sensors, SOS, Spectrum, Telegraph, Tracker, Trackers, Tracking, Transmission, Uplinking",通讯,无线电,莫尔斯电码、电报、遥测、读数、sos,,
COMMUNICATIONS,TELEPHONE,COMTelph,COM,Old school rotary dial and digital telephones. Technically any telephone that isn't a mobile or cell phone.,老派的旋转拨号盘和数字电话。从技术上讲，任何电话都不是移动电话或蜂窝电话。,"Answerphone, Autodial, Calling, Cord, Cordless, Dial, Dialer, Dialing, Directory, Handset, Helpdesk, Helpline, Hotline, Hotlines, Interphone, Key, Landline, Number, Numero, Pad, Payphone, Phone, Phonecall, Phoned, Phoneline, Phoning, Push-Button, Radiotelephone, Radiotelephony, Receiver, Rotary, Speakerphone, Switchboard, Switchboards, Tel, Tele, Telecom, Telecommunication, Telecommunications, Teleconference, Teleconferencing, Telefonica, Telemarketing, Telephonic, Telephonically, Telephonist, Telephonists, Telephony, Touch-Tone, Touchtone, Voicemail",通讯,电话,拨号、公用电话、旋转拨号、键盘、座机、有线电话,,
COMMUNICATIONS,TELEVISION,COMTv,COM,"Television programs, on and off, channel changes, TV Remote controls. STATIC has its own subcategory here. A television broadcast would go here too. Overlap with VOICES-FUTZED.",电视节目、开关、频道切换、电视遥控器。 STATIC 在这里有自己的子类别。电视广播也会在这里进行。与 VOICES-FUTZED 重叠。,"4K, Advertising, Antenna, Broadcast, Broadcaster, Channel, Commercials, CRT, Curved, Dial, Documentaries, Drama, Emissions, Flatscreen, Futz, HDR, LCD, LED, Movies, News, Newscaster, OLED, Opera, Plasma, Program, Programming, QLED, Remote, Show, Sitcom, Sitcoms, Smart, Soap, Sports, Talk, Teevee, Teleshopping, Televised, Television, Telly, Tube, TV, UFH, VHF, Viewing",通讯,电视机,电视、遥控器、拨号、节目、节目、futz,,
