case_id,input_text,current_fxname,current_status,unknown_tokens,review_tokens,suggested_raw,suggested_canonical,suggested_slot,suggestion_type,decision,decision_reason,source,priority,next_action
135,纸张撕裂,Paper Tear,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
136,骨头断裂,Bone Crack,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
137,墙皮脱落,Plaster Crumble,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
138,石头碎裂,Rock Crack,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
139,陶瓷破碎,Ceramic Shatter,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
140,金属断裂,Metal Snap,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
141,抽屉拉开又关上,Drawer Open Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
142,门打开后撞到墙,Door Open Impact Wall,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
143,拿起杯子放下,Cup Pick Up Put Down,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
144,金属盒打开合上,Metal Box Open Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
145,拉链拉开再拉上,Zipper Open Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
146,锁扣打开关闭,Lock Open Close,partial,扣,,扣,,,needs_human_decision,pending,canonical_mapping_uncertain;needs_human_decision;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,needs_user_review
147,纸张揉皱展开,Paper Crumple Unfold,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
148,布料甩动落地,Cloth Flap Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
149,石头滚动后撞击,Stone Roll Impact,partial,后,,后,,,needs_human_decision,pending,canonical_mapping_uncertain;needs_human_decision;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,needs_user_review
150,水倒入杯中溅出,Water Pour Splash,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/zh_fxname_governance_cases_150.csv,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md001,刮,Scrape,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md002,刮擦,Scrape,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md003,刮过,Scrape Across,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md004,摩擦,Friction,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md005,蹭,Rub,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md006,来回蹭,Rub,partial,回,,回,,,needs_human_decision,pending,canonical_mapping_uncertain;needs_human_decision;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,needs_user_review
CANONICAL_TOKEN_GOVERNANCE:md007,剐蹭,Scuff,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md008,轻蹭,Light Rub,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md009,磨到,,unknown,磨,,磨,,,needs_human_decision,pending,canonical_mapping_uncertain;needs_human_decision;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,needs_user_review
CANONICAL_TOKEN_GOVERNANCE:md010,划,Scratch,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,ignore
CANONICAL_TOKEN_GOVERNANCE:md012,划过,,needs_review,,划过,,,,no_action,pending,canonical_review_row_exists=划过;do_not_duplicate_raw;needs_human_decision;case_source=docs/CANONICAL_TOKEN_GOVERNANCE.md,batch_test_candidate,0,needs_user_review
fxname_manual_cases:3,石头摩擦,Stone Friction,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:4,玻璃破碎,Glass Break,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:5,火焰燃烧,Fire Burn,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:6,水滴落下,Water Drip,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:7,金属 门 撞击,Metal Door Impact,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:8,金属门重击,Metal Door Heavy Impact,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:9,玻璃门关闭,Glass Door Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:10,车门推开,Car Door Push Open,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:11,门轻敲,Door Tap,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:12,木门刮擦,Wood Door Scrape,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:13,门掉落,Door Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:14,玻璃瓶掉落,Glass Bottle Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:15,塑料 箱子 掉落,Plastic Box Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:16,布袋摩擦,Cloth Bag Friction,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:17,纸箱拖动,Cardboard Box Drag,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:18,陶瓷杯子轻敲,Ceramic Cup Tap,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:19,橡胶轮胎滚动,Rubber Tire Roll,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:20,石头撞击,Stone Impact,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:21,冰破裂,Ice Break,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:22,水喷射,Water Spray,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:23,皮革摩擦,Leather Friction,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:24,火箭发射,Rocket Launch,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:25,火箭爆炸,Rocket Explosion,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:26,火箭发射爆炸,Rocket Launch Explosion,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:27,远处火箭爆炸,Distant Rocket Explosion,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:28,室外巨大爆炸,Exterior Huge Explosion,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:29,爆炸长尾,Explosion Long Tail,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:30,爆炸短尾,Explosion Short Tail,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:31,嗖,Whoosh,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:32,呼啸长尾,Whoosh Long Tail,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:33,挥动短促,Whoosh Short,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:34,掠过快速,Flyby Fast,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:35,远处飞过,Distant Flyby,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:36,驶过呼啸,Driveby Whoosh,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:37,房间底噪,Room Tone,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:38,室内房间底噪,Interior Room Tone,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:39,办公室房间底噪,Office Room Tone,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:40,室外房间底噪,Exterior Room Tone,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:41,走廊房间底噪,Hallway Room Tone,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:42,金属脚步,Metal Footstep,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:43,木头脚步声,Wood Footstep,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:44,室内脚步,Interior Footstep,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:45,远处跑步,Distant Run,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:46,近处走路,Close Walk,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:47,重落地,Heavy Land,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:48,金属刮擦,Metal Scrape,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:49,木头拖动,Wood Drag,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:50,玻璃滑动,Glass Slide,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:51,箱子掉落,Box Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:52,布料摩擦,Cloth Friction,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:53,链条拖动,Chain Drag,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:54,抽屉滑开,Drawer Slide Open,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:55,柜子拉开,Cabinet Pull Open,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:56,塑料瓶挤压,Plastic Bottle Squeeze,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:58,door 推开 wood,Door Push Open Wood,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:59,metal 门 impact,Metal Door Impact,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:60,wood 门 close,Wood Door Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:61,metal box 掉落,Metal Box Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:62,rocket 发射 explosion,Rocket Launch Explosion,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:63,car door 关闭,Car Door Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:64,布 bag impact,Cloth Bag Impact,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:65,火箭 launch 爆炸 long tail 5m,Rocket Launch Explosion Long Tail 5m,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:66,explosion 长尾,Explosion Long Tail,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:68,whoosh 快速经过,Whoosh Fast Pass By,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:69,engine 启动 short,Engine Start Short,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:100,爆炸 5m,Explosion 5m,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:102,爆炸 10cm,Explosion 10cm,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:112,火箭爆炸 5m,Rocket Explosion 5m,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:114,远处 whoosh 5m,Distant Whoosh 5m,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:116,木门 oh my god 滑开,Wood Door Slide Open,needs_review,,,,,,no_action,pending,needs_human_decision;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,needs_user_review
fxname_manual_cases:118,sound effect 金属门撞击,Metal Door Impact,needs_review,,,,,,no_action,pending,needs_human_decision;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,needs_user_review
fxname_manual_cases:120,请帮我翻译 金属门撞击,Metal Door Impact,partial,翻译,,翻译,,,needs_human_decision,pending,canonical_mapping_uncertain;needs_human_decision;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,needs_user_review
fxname_manual_cases:121,这个声音是 木门滑开,Wood Door Slide Open,partial,这个;是,,这个声音是 木门滑开,Wood Door Slide Open,phrase,phrase_missing,pending,multiple_unresolved_tokens;needs_human_decision;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,add_phrase_candidate
fxname_manual_cases:128,这个声音是 爆炸长尾,Explosion Long Tail,partial,这个;是,,这个声音是 爆炸长尾,Explosion Long Tail,phrase,phrase_missing,pending,multiple_unresolved_tokens;needs_human_decision;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,add_phrase_candidate
fxname_manual_cases:129,请帮我翻译 房间底噪,Room Tone,partial,翻译,,翻译,,,needs_human_decision,pending,canonical_mapping_uncertain;needs_human_decision;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,needs_user_review
fxname_manual_cases:130,金属箱掉落,Metal Box Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:131,木箱拖动,Wood Box Drag,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:132,玻璃瓶破碎,Glass Bottle Break,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:134,纸箱撞击,Cardboard Box Impact,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:135,布袋拍打,Cloth Bag Slap,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:136,陶瓷杯子掉落,Ceramic Cup Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:137,橡胶轮胎摩擦,Rubber Tire Friction,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:138,链条摇晃,Chain Shake,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:139,钥匙掉落,Key Drop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:140,按钮点击,Button Click,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:141,开关按下,Switch Press,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:142,抽屉关闭,Drawer Close,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:143,柜子开门,Cabinet Door Open,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:144,窗户破碎,Window Break,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:145,地板脚步,Floor Footstep,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:146,桌子轻敲,Table Tap,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:147,椅子拖动,Chair Drag,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:148,绳子甩动,Rope Swipe,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:149,管道敲击,Pipe Knock,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:150,汽车启动,Car Start,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:151,卡车加速,Truck Accelerate,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:152,摩托车驶过,Motorcycle Driveby,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:153,自行车停止,Bicycle Stop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:154,飞机飞过,Aircraft Flyby,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:155,直升机启动,Helicopter Start,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:156,火车停止,Train Stop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:157,轮船驶过,Ship Driveby,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:158,无人机飞过,Drone Flyby,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:159,飞船发射,Spaceship Launch,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:160,机器人移动,Robot Movement,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:161,机器震动,Machine Vibration,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:162,风扇启动,Fan Start,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:163,空调停止,Air Conditioner Stop,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:164,电机怠速,Motor Idle,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:165,发电机启动,Generator Start,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:166,手枪射击,Pistol Shot,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:167,步枪装填,Rifle Reload,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:168,霰弹枪开火,Shotgun Fire,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:169,大炮爆炸,Cannon Explosion,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:170,狗跑步,Dog Run,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:171,狼呼啸,Wolf Whoosh,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:172,鸟飞过,Bird Flyby,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:173,人群脚步,Crowd Footstep,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
fxname_manual_cases:174,人类走路,Human Walk,pass,,,,,,no_action,pending,normalize_result_accepted;case_source=tests/fixtures/fxname_manual_cases.csv,batch_test_candidate,0,ignore
