Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Synonyms_fr,Category_pl,SubCategory_pl,Synonyms_pl,Category_de,SubCategory_de,Synonyms_de,Category_pt,SubCategory_pt,Synonyms_pt,Category_pt-br,SubCategory_pt-br,Synonyms_pt-br,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_es,SubCategory_es,Synonyms_es,Category_ja,SubCategory_ja,Synonyms_ja,Category_no,SubCategory_no,Synonyms_no,Category_da,SubCategory_da,Synonyms_da,Category_sv,SubCategory_sv,Synonyms_sv,Category_fi,SubCategory_fi,Synonyms_fi,Category_ru,SubCategory_ru,Synonyms_ru,Category_ua,SubCategory_ua,Synonyms_ua,Category_it,SubCategory_it,Synonyms_it,Category_nl,SubCategory_nl,Synonyms_nl,Category_tr,SubCategory_tr,Synonyms_tr,Category_kr,SubCategory_kr,Synonyms_kr,Category_ar,SubCategory_ar,Synonyms_ar
WEAPONS,BOW,WEAPBow,WEAP,"Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","Archer, Bow, Bowyer, Box, Compound, Crossbow, Fletcher, Hornbow, Longbow, Recurve, Release, Shortbow, String, Traditional",ARMES,ARC,"arc long, arbalète, arbalète",UZBROJENIE,ŁUK,"longbow, compound box, crossbow",WAFFE,BOGEN,"Langbogen, Verbundkasten, Armbrust",ARMAS BRANCAS,ARCO,"arco longo, caixa composta, besta",ARMAS BRANCAS,ARCO,"arco longo, caixa composta, balestra",武器,弓,长弓、复合弓、弩,武器,弓,長弓、複合弓、弩,ARMAS,ARCO,"arco largo, caja compuesta, ballesta",武器、兵器,弓,ロングボウ、コンパウンドボックス、クロスボウ,VÅPEN,BUE,"langbue, sammensatt boks, armbrøst",VÅBEN,BUE,"langbue, sammensatte boks, armbrøst",VAPEN,BÅGE,"långbåge, sammansatt box, armborst",ASE,JOUSIPYSSY,"pitkäjousi, yhdistelmäjousi, varsijousi",ХОЛОДНОЕ ОРУЖИЕ,ЛУК,"длинноствольный лук, сложный лук, арбалет",ХОЛОДНА ЗБРОЯ,ЛУК,"лук, арбалет, арбалетна коробка, арбалет",ARMI,ARCO,"arco lungo, scatola composta, balestra",WAPENS,BOOG,"longbow, compound box, kruisboog",SİLAH,YAYLI,"uzun yay, bileşik kutu, tatar yayı",무기,활,"장궁, 복합 상자, 석궁",أسلحة,قَوس,قوس طويل، القوس الذي يستخدم نظام الرفع، عادة من الكابلات والبكرات لثني الأطراف، سلاح النُشّابِيّة 
WEAPONS,KNIFE,WEAPKnif,WEAP,"Smaller knives, WEAPONS-SWORDS has it own subcategory here.","Army, Bayonet, Blade, Bowie, Butcher, Butterfly, Chef, Cleaver, Dagger, Dirk, Hunting, Jack, Kitchen, Knife, Machete, Penknife, Pocket, Pocketknife, Scalpel, Shealth, Steak, Stiletto, Survival, Swiss, Switchblade, Throwing, Trench, Utility",ARMES,COUTEAU,"couteau à cran d'arrêt, couteau de poche, couteau papillon, couteau de chasse, couteau utilitaire, couperet, couteau de boucher, couteau de tranchée, couteau de chef",UZBROJENIE,NÓŻ,"nóż sprężynowy, nóż typu jack, nóż motylkowy, nóż myśliwski, nóż użytkowy, tasak, nóż rzeźnicki, nóż do okopów, nóż szefa kuchni",WAFFE,MESSER,"Springmesser, Klappmesser, Butterflymesser, Jagdmesser, Gebrauchsmesser, Hackmesser, Fleischermesser, Grabenmesser, Kochmesser",ARMAS BRANCAS,FACA,"canivete, faca de macaco, faca de borboleta, faca de caça, faca utilitária, cutelo, faca de açougueiro, faca de trincheira, faca de chef",ARMAS BRANCAS,FACA,"canivete, faca de macaco, faca de borboleta, faca de caça, faca utilitária, cutelo, faca de açougueiro, faca de trincheira, faca de chef",武器,刀,弹簧刀、水果刀、蝴蝶刀、猎刀、美工刀、切肉刀、屠刀、战刀、厨师刀,武器,刀,彈簧刀、水果刀、蝴蝶刀、獵刀、美工刀、切肉刀、屠刀、戰刀、廚師刀,ARMAS,CUCHILLO,"navaja, navaja de mariposa, navaja de caza, navaja multiusos, cuchilla, cuchillo de carnicero, cuchillo de trinchera, cuchillo de cocinero",武器、兵器,ナイフ,ナイフ、ジャックナイフ、バタフライナイフ、ハンティングナイフ、カッターナイフ、肉切り包丁、トレンチナイフ、シェフナイフ,VÅPEN,KNIV,"switchblade, jekkekniv, sommerfuglkniv, jaktkniv, verktøykniv, klyver, slakterkniv, skytterkniv, kokkekniv",VÅBEN,KNIV,"springkniv, kniv, kniv, butterflykniv, jagtkniv, hobbykniv, kløver, slagterkniv, gravknive, kokkekniv",VAPEN,KNIV,"knivblad, jackkniv, fjärilskniv, jaktkniv, verktygskniv, klyvare, slaktarkniv, skyttegravskniv, kockkniv",ASE,VEITSI,"Kytkinterä, puukko, perhosveitsi, metsästysveitsi, yleiskäyttöön tarkoitettu veitsi, leikkuuveitsi, teurastusveitsi, juoksuhaudan puukko, kokkiveitsi.",ХОЛОДНОЕ ОРУЖИЕ,НОЖ,"рубильник, нож, нож-бабочка, охотничий нож, хозяйственный нож, тесак, мясницкий нож, траншейный нож, поварской нож",ХОЛОДНА ЗБРОЯ,НІЖ,"складаний ніж, ніж-джек, ніж-метелик, ніж мисливський, ніж господарський, тесак, ніж м'ясницький, ніж траншейний, ніж кухарський",ARMI,COLTELLO,"coltello a serramanico, coltello a serramanico, coltello a farfalla, coltello da caccia, coltello multiuso, mannaia, coltello da macellaio, coltello da trincea, coltello da cuoco",WAPENS,MES,"zakmes, zakmes, vlindermes, jachtmes, hobbymes, hakmes, slagersmes, greppelmes, koksmes...",SİLAH,BIÇAK,"sustalı bıçak, kriko bıçağı, kelebek bıçak, av bıçağı, maket bıçağı, satır, kasap bıçağı, hendek bıçağı, şef bıçağı",무기,칼,"스위치블레이드, 잭나이프, 버터플라이 나이프, 사냥용 칼, 만능 칼, 클리버, 푸처 나이프, 트렌치 나이프, 셰프 나이프",أسلحة,سكين,مطواة، نوع من سكين الجيب القابل للطي عبارة عن مقبضين يدوران بشكل معاكس حول التانغ بحيث يتم إخفاء الشفرة عند إغلاقها داخل الأخاديد في المقابض، سكين صيد، سكين مطبخ، ساطور، سكين جزار، سكين قتال، سكين الطاهي
WEAPONS,MISC,WEAPMisc,WEAP,Weapon sounds not fitting another category in this list.,"Boomerang, Slingshot",ARMES,DIVERS,fronde,UZBROJENIE,RÓŻNE,proca,WAFFE,DIV,Schleuder,ARMAS BRANCAS,DIVERSOS,estilingue,ARMAS BRANCAS,DIVERSOS,slingshot,武器,其它,弹弓,武器,其它,彈弓,ARMAS,MISCELÁNEA,honda,武器、兵器,その他,スリングショット,VÅPEN,DIVERSE,sprettert,VÅBEN,DIVERSE,slangebøsse,VAPEN,DIVERSE,slunga,ASE,SEKALAINEN,ritsat,ХОЛОДНОЕ ОРУЖИЕ,РАЗНОЕ,рогатка,ХОЛОДНА ЗБРОЯ,РІЗНЕ,рогатка,ARMI,MISC,fionda,WAPENS,DIVERSEN,katapult,SİLAH,DİĞER,Sapan,무기,기타,고무총,أسلحة,متفرقات,سلاح المقلاع 
WEAPONS,POLEARM,WEAPPole,WEAP,"A long spear or long poled weapon with sharp components at the end, like a harpoon.","Fauchard, Glaive, Halberd, Harpoon, Javelin, Lance, Pike, Poleaxe, Pollaxe, Spear",ARMES,LANCE & ÉPIEU,"lance, brochet, harpon, hallebarde, javelot, hachette, pollaxe",UZBROJENIE,DRZEWCOWA,"włócznia, szczupak, harpun, halabarda, oszczep, tyczka, polaksa",WAFFE,SPEER & SPIESS,"Speer, Hecht, Harpune, Hellebarde, Speer, Poleaxe, Pollaxe",ARMAS BRANCAS,LANÇA,"lança, lúcio, arpão, alabarda, dardo de arremesso, flecha, pollaxe",ARMAS BRANCAS,LANÇA,"lança, lúcio, arpão, alabarda, dardo de arremesso, flecha, pollaxe",武器,矛,长矛、长枪、鱼叉、戟、标枪、长柄斧、长柄斧,武器,矛,長矛、長槍、魚叉、戟、標槍、長柄斧、長柄斧,ARMAS,LANZA,"lanza, pica, arpón, alabarda, jabalina, hacha de asta, pollaxe",武器、兵器,槍,槍、矛、銛、ハルバード、槍、竿斧、ポーラクシー,VÅPEN,SPYD,"spyd, gjedde, harpun, hellebard, spyd, stangøks, høne",VÅBEN,POLEARM,"spyd, gedde, harpun, hellebard, spyd, stangøkse, pollaxe",VAPEN,SPJUT,"Spjut, spjut, spets, harpun, hillebard, spjut, stångax, pollaxe.",ASE,"KEIHÄS, HARPPUUNA JNE","keihäs, hauki, harppuuna, keihäsveitsi, keihäskeihäs, keihäskeihäs, keihäskeihäs, pollaxe",ХОЛОДНОЕ ОРУЖИЕ,ДРЕВКОВОЕ,"копье, пика, гарпун, алебарда, копье, шестопер, сабля",ХОЛОДНА ЗБРОЯ,ДЕРЖАКОВА,"спис, піка, гарпун, алебарда, алебарда, спис, сагайдак, сагайдак",ARMI,MAZZAPICCHIO,"lancia, picca, arpione, alabarda, giavellotto, asta, pollaxe",WAPENS,LANS,"speer, snoek, harpoen, hellebaard, speer, poleaxe, pollaxe",SİLAH,MIZRAK,"mızrak, kargı, zıpkın, kargı, cirit, sırıklı balta, pollaxe",무기,폴암,"창, 파이크, 작살, 할버드, 자벨린, 도끼, 폴락스",أسلحة,سلاح قتالي نهايته من الخشب,رمح، رمح قصير، سلاح الحَرْبُون، سلاح المِطرَد، رمح خفيف، فأس
WEAPONS,SIEGE,WEAPSiege,WEAP,"A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","Ballista, Battering, Bombard, Catapult, Engine, Fire, Mangonel, Mangonon, Onager, Onagro, Petraria, Petrary, Ram, Scorpion, Siege, Springald, Torsion, Tower, Trebuchet, Warwolf",ARMES,SIÈGE,"catapulte, trébuchet, bélier, baliste, tour de siège",UZBROJENIE,OBLĘŻNICZA,"katapulta, trebusz, taran, balista, wieża oblężnicza",WAFFE,BELAGERUNG,"Katapult, Trebuchet, Rammbock, Ballista, Belagerungsturm",ARMAS BRANCAS,CERCO,"catapulta, trebuchet, aríete, balista, torre de cerco",ARMAS BRANCAS,CERCO,"catapulta, trebuchet, aríete, balista, torre de cerco",武器,投石机,弹射器、投石机、攻城锤、弩炮、攻城塔,武器,投石機,彈射器、投石機、攻城錘、弩砲、攻城塔,ARMAS,CATAPULTA,"catapulta, trebuchet, ariete, ballesta, torre de asedio",武器、兵器,攻城兵器,カタパルト、トレビュシェット、バタリングラム、バリスタ、シージタワー,VÅPEN,BELEIRING,"katapult, trebuchet, slagram, ballista, beleiringstårn",VÅBEN,BELEJRING,"katapult, trebuchet, rambukke, ballista, belejringstårn",VAPEN,SLUNGA,"Katapult, trebuchet, slagträ, ballista, belägringstorn.",ASE,KATAPULTTI,"katapultti, trebuchet, rynnäkköpylväs, ballista, piiritystorni.",ХОЛОДНОЕ ОРУЖИЕ,ОСАДНОЕ,"катапульта, требюше, таран, баллиста, осадная башня",ХОЛОДНА ЗБРОЯ,ОБЛОГОВА,"катапульта, требуше, таран, баліста, облогова вежа",ARMI,D'ASSEDIO,"catapulta, trabucco, ariete, balista, torre d'assedio",WAPENS,BELEGERING,"katapult, trebuchet, stormram, ballista, belegeringstoren...",SİLAH,KUŞATMA,"mancınık, trebuchet, koçbaşı, balista, kuşatma kulesi",무기,공성,"투석기, 투석기, 공성추, 발리스타, 공성탑",أسلحة,حصار,جهاز المرجام، المِقذاف، المدق، العرادة، آلة الضبر 
WEAPONS,SWORD,WEAPSwrd,WEAP,"Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","Blade, Broadsword, Claymore, Cutlass, Dagger, Epee, Falchion, Fencing, Foil, Foils, Katana, Longsword, Machete, Pommel, Rapier, Saber, Sabre, Samurai, Scabbard, Scimitar, Slashing, Sword, Swords, Viking",ARMES,ÉPÉE,"falchion, cimeterre, épée, rapière, épée longue, samouraï, coutelas, épée d'escrime, kattana, machette, sabre, épée viking, fleuret",UZBROJENIE,MIECZE,"falchion, scimitar, miecz, rapier, miecz długi, samurajski, kordelas, miecz szermierczy, katana, maczeta, szabla, miecz wikingów, floret",WAFFE,SCHWERT,"Falchion, Krummsäbel, Breitschwert, Rapier, Langschwert, Samurai, Entermesser, Fechtschwert, Kattana, Machete, Säbel, Wikingerschwert, Florett",ARMAS BRANCAS,ESPADA,"falchion, cimitarra, espada larga, espada de rapina, palavra longa, samurai, cutlass, espada de esgrima, kattana, machete, sabre, espada viking, folha de alumínio",ARMAS BRANCAS,ESPADA,"falchion, cimitarra, espada larga, espada de rapina, palavra longa, samurai, cutlass, espada de esgrima, kattana, machete, sabre, espada viking, folha de alumínio",武器,剑,镰刀、弯刀、阔剑、细剑、长剑、武士刀、弯刀、击剑剑、武士刀、大砍刀、军刀、维京剑、唐刀、 金属薄片,武器,劍,鐮刀、彎刀、闊劍、細劍、長劍、武士刀、彎刀、擊劍劍、武士刀、大砍刀、軍刀、維京劍、唐刀、 金屬薄片,ARMAS,ESPADA,"falchón, cimitarra, espada ancha, estoque, espada larga, samurái, alfanje, espada de esgrima, kattana, machete, sable, espada vikinga, florete",武器、兵器,刀剣、刀,ファルシオン、シミター、ブロードソード、レイピア、ロングソード、サムライ、カットラス、フェンシングソード、カタナ、マチェーテ、サーベル、ヴァイキングソード、ホイル,VÅPEN,SVERD,"falchion, scimitar, broadsword, rapier, longsword, samurai, cutlass, fektesverd, kattana, machete, sabel, viking sverd, folie",VÅBEN,SVÆRD,"falchion, krumsabel, krumsværd, krumsværd, rapir, langsværd, samurai, huggeværd, fægtesværd, kattana, machete, sabel, vikingesværd, fløjte",VAPEN,SVÄRD,"falchion, krumsabel, bredsvärd, rapir, långsvärd, samurajsvärd, huggblad, fäktningssvärd, kattana, machete, sabel, vikingasvärd, florett.",ASE,MIEKKA,"falchion, saksi, leveämiekka, rapier, pitkämiekka, samurai, cutlass, miekkailu, kattana, machete, sapeli, viikinkimiekka, foileri",ХОЛОДНОЕ ОРУЖИЕ,МЕЧ,"фальчион, скимитар, меч, рапира, лонгсворд, самурай, тесак, фехтовальный меч, каттана, мачете, сабля, меч викингов, рапира",ХОЛОДНА ЗБРОЯ,МЕЧ,"фальшфейер, ятаган, широкий меч, рапіра, довгий меч, сагайдак, сагайдак, фехтувальний меч, катана, мачете, шабля, меч вікінгів, рапіра",ARMI,SPADA,"falchion, scimitarra, spadone, pinza, spadone lungo, samurai, cutlass, spada da scherma, kattana, machete, sciabola, spada vichinga, fioretto",WAPENS,ZWAARD,"falchion, kromzwaard, breedzwaard, rapier, langzwaard, samoerai, degen, schermzwaard, kattana, machete, sabel, vikingzwaard, floret...",SİLAH,KILIÇ,"falchion, pala, geniş kılıç, rapier, uzun kılıç, samuray, cutlass, eskrim kılıcı, kattana, pala, kılıç, viking kılıcı, folyo",무기,검,"팔치온, 시미타, 브로드소드, 레이피어, 롱소드, 사무라이, 커틀라스, 펜싱 검, 카타나, 마체테, 세이버, 바이킹 검, 호일",أسلحة,سيف,سيف المِنجَلِيّ، السيف الأحدب، السيف العريض، سيف ذو حدين، سيف طويل، سيف ساموراي، سيف القَطلَس، سيف المبارزة، سيف الكاتانا، سيف المِشَتّ، سيف عسكري ثقيل ذو حافة قص طويلة، سيف الفايكنج، سيف بشفرة خفيفة ومرنة ذات مقطع عرضي مستطيل يتناقص إلى نقطة حادة
WEAPONS,WHIP,WEAPWhip,WEAP,Whip cracks. Make Indiana Jones proud.,"Buggy, Bullwhip, Cat'O'Nine, Crop, Flogger, Horse, Lash, Riding, Scourge, Tails, Thong, Whip, Whipcord, Whipcrack",ARMES,FOUET,"fouet à taureau, fouet à cheval, fouet, craquement de fouet",UZBROJENIE,BAT,"bicz, bicz koński, chłosta, biczownica",WAFFE,PEITSCHE,"Ochsenziemer, Pferdepeitsche, Peitsche, Peitschenknall",ARMAS BRANCAS,CHICOTE,"chicote, chicote de cavalo, chicote, chicote de chicote",ARMAS BRANCAS,CHICOTE,"chicote, chicote de cavalo, chicote de chicote, chicote de chicote",武器,鞭,牛鞭、马鞭、鞭子、皮鞭,武器,鞭,牛鞭、馬鞭、鞭子、皮鞭,ARMAS,LÁTIGO,"látigo de toro, látigo de caballo, látigo, fusta",武器、兵器,ムチ,ブルウィップ、ホースウィップ、ラッシュ、ウィップクラック,VÅPEN,PISK,"bullwhip, hestepisk, piske, piskeknekk",VÅBEN,PISK,"pisk, hestepisk, pisk, piskeslag, piskeslag",VAPEN,PISKA,"piska, hästpiska, pisk, piskrapp, piskspark",ASE,RUOSKA,"ruoska, hevosruoska, ruoskanisku, ruoskanisku, ruoskanisku",ХОЛОДНОЕ ОРУЖИЕ,ХЛЫСТ,"кнут, конский кнут, плеть, кнут-трещина",ХОЛОДНА ЗБРОЯ,ХЛИСТ,"бичачий батіг, кінський батіг, батіг, батіг-тріскачка",ARMI,FRUSTA,"frusta, frusta da cavallo, sferza, frusta a scatto",WAPENS,ZWEEP,"zweep, paardenzweep, zweepslag, zweepslag",SİLAH,KIRBAÇ,"kamçı, at kırbacı, kırbaç, kırbaç şaklaması",무기,채찍,"bullwhip, 말 채찍, 채찍질, 채찍질",أسلحة,سوط,سوط، سوط حصان، صوت حركة السوط
WEATHER,HAIL,HAIL,HAIL,Hail on various surfaces.,"Balls, Frozen, Graupel, Hail, Hailstones, Hailstorm, Ice, Pellets, Rain, Sleet",MÉTÉO,GRÊLE,"grêle, glace, grésil",POGODA,GRAD,"grad, lód, śnieg",WETTER,HAGEL,"Hagel, Eis, Schneeregen",CLIMA,GRANIZO,"granizo, gelo, granizo",CLIMA,GRANIZO,"granizo, gelo, granizo",天气,冰雹,冰雹、冰、雨夹雪,天氣,冰雹,冰雹、冰、雨夾雪,CLIMA,GRANIZO,"granizo, hielo, aguanieve",天気,あられ、雹,あられ、氷、みぞれ,VÆR,HAGL,"hagl, is, sludd",VEJR,HAGL,"hagl, is, slud",VÄDER,HAGEL,"hagel, is, snö",SÄÄ,RAE,"raekuuro, jää, räntäsade",ПОГОДА,ГРАД,"град, лед, снег",ПОГОДА,ГРАД,"град, лід, сніг",METEOROLOGICO,GRANDINE,"grandine, ghiaccio, nevischio",WEER,HAGEL,"hagel, ijs, ijzel",HAVA DURUMU,DOLU,"dolu, buz, karla karışık yağmur",날씨,우박,"우박, 얼음, 진눈깨비",طقس,بَرَد,بَرَد، ثلج
WEATHER,MISC,WTHR,WTHR,Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.,"Atmosphere, Atmospheric, Climate, Conditions, Elements, Forecast, Meteorology, Miscellaneous",MÉTÉO,DIVERS,divers,POGODA,RÓŻNE,różne,WETTER,DIV,Verschiedenes,CLIMA,DIVERSOS,diversos,CLIMA,DIVERSOS,diversos,天气,其它,各种各样的,天氣,其它,各種各樣的,CLIMA,MISCELÁNEA,varios,天気,その他,雑多なもの,VÆR,DIVERSE,Diverse,VEJR,DIVERSE,diverse,VÄDER,DIVERSE,diverse,SÄÄ,SEKALAINEN,sekalaiset,ПОГОДА,РАЗНОЕ,разное,ПОГОДА,РІЗНЕ,різне,METEOROLOGICO,MISC,varie,WEER,DIVERSEN,diverse,HAVA DURUMU,DİĞER,ÇEŞİTLİ,날씨,기타,여러 가지 잡다한,طقس,متفرقات,متفرقات
WEATHER,STORM,STORM,STORM,"Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","Blizzard, Cyclone, Electrical, Gale, Hailstorm, Hurricane, Ice, Monsoon, Rainstorm, Sandstorm, Sleet, Snowstorm, Squall, Storm, Supercell, Tempest, Thunderhead, Thunderstorm, Tornado, Typhoon, Windstorm",MÉTÉO,TEMPÊTE,"ouragan, orage, typhon, grésil, tempête de sable, tornade, cyclone, tempête de grêle,",POGODA,BURZA,"huragan, burza, tajfun, śnieg, burza piaskowa, tornado, cyklon, grad,",WETTER,STURM,"Wirbelsturm, Gewitter, Taifun, Graupel, Sandsturm, Tornado, Zyklon, Hagelsturm,",CLIMA,TEMPESTADE,"furacão, trovoada, tufão, granizo, granizo, tempestade de areia, tornado, ciclone, tempestade de granizo,",CLIMA,TEMPESTADE,"furacão, trovoada, tufão, granizo, granizo, tempestade de areia, tornado, ciclone, tempestade de granizo,",天气,风暴,飓风、雷暴、台风、雨夹雪、沙尘暴、龙卷风、旋风、冰雹、恶劣天气,天氣,風暴,颶風、雷暴、颱風、雨夾雪、沙塵暴、龍捲風、旋風、冰雹、惡劣天氣,CLIMA,TORMENTA,"huracán, tormenta, tifón, aguanieve, tormenta de arena, tornado, ciclón, granizada,",天気,ストーム、嵐,ハリケーン、雷雨、台風、みぞれ、砂嵐、竜巻、サイクロン、あられ。,VÆR,STORM,"orkan, tordenvær, tyfon, sludd, sandstorm, tornado, syklon, haglstorm,",VEJR,STORM,"orkan, tordenvejr, tyfon, slud, sandstorm, tornado, cyklon, haglvejr,",VÄDER,STORM,"Orkan, åskväder, tyfon, snö, sandstorm, tornado, cyklon, hagelstorm,",SÄÄ,MYRSKY,"hurrikaani, ukkosmyrsky, taifuuni, räntäsade, hiekkamyrsky, tornado, sykloni, raekuuro,",ПОГОДА,БУРЯ,"ураган, гроза, тайфун, ливень, песчаная буря, торнадо, циклон, град,",ПОГОДА,БУРЯ,"ураган, гроза, тайфун, ожеледь, мокрий сніг, піщана буря, смерч, циклон, град,",METEOROLOGICO,TEMPORALE,"uragano, temporale, tifone, nevischio, tempesta di sabbia, tornado, ciclone, grandine,",WEER,STORM,"orkaan, onweer, tyfoon, ijzel, zandstorm, tornado, cycloon, hagelbui,",HAVA DURUMU,FIRTINA (KOMPOZİT KAYITLAR),"kasırga, fırtına, tayfun, karla karışık yağmur, kum fırtınası, hortum, siklon, dolu fırtınası,",날씨,폭풍,"허리케인, 뇌우, 태풍, 진눈깨비, 모래폭풍, 토네이도, 사이클론, 우박,",طقس,عاصفة,إعصار، عاصفة رعدية، إعصار التايفون، بَرَد، عاصفة رملية، تورنيدو، إعصار حلزوني، عاصفة ثلجية
WEATHER,THUNDER,THUN,THUN,"Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","Boom, Clap, Crack, Crash, Lightening, Lightning, Roar, Roll, Rumble, Thunder, Thunderbolt, Thunderclap, Thunderstorm",MÉTÉO,TONNERRE,"orage, foudre, coup de tonnerre, coup de foudre, éclair, tonnerre, craquement, roulement, grondement",POGODA,GRZMOT,"burza, piorun, klaps, piorun, błyskawica, grzmot, trzask, walec, huk",WETTER,GEWITTER,"Gewitter, Blitz, Donnerschlag, Donnerkeil, Blitz, Donner, Knacken, Rollen, Grollen",CLIMA,TROVÃO,"trovoada, relâmpago, relâmpago, trovão, relâmpago, trovão, rachar, rolar, ribombar",CLIMA,TROVÃO,"trovoada, relâmpago, relâmpago, trovão, relâmpago, trovão, rachadura, rolar, ribombar",天气,雷,雷暴、闪电、霹雳、炸雷、 雷声、裂纹、滚雷、隆隆声,天氣,雷,雷暴、閃電、霹靂、炸雷、 雷聲、裂紋、滾雷、隆隆聲,CLIMA,TRUENO,"tormenta, relámpago, trueno, rayo, trueno, crack, roll, rumble",天気,雷,雷雨、稲妻、雷鳴、稲妻、雷、亀裂、ロール、ゴロゴロ音,VÆR,TORDEN,"tordenvær, lyn, torden, torden, lyn, torden, sprekk, rulle, rumling",VEJR,TORDEN,"tordenvejr, lyn, tordenskjold, lyn, lyn, lyn, torden, torden, knæk, rulle, rumlen",VÄDER,ÅSKA,"åskväder, blixt, åskknall, åskvigg, blixt, åska, knäppning, rullning, mullrande",SÄÄ,UKKONEN,"ukkosmyrsky, salama, salamanisku, ukkosenisku, salama, salama, ukkonen, jyrinä, jyrinä, jyrinä, jyrinä",ПОГОДА,ГРОМ,"гроза, молния, раскат грома, удар грома, молния, гром, треск, раскат, грохот",ПОГОДА,ГРІМ,"гроза, блискавка, грім, грім, блискавка, блискавка, грім, тріск, гуркіт, гуркіт",METEOROLOGICO,TUONO,"temporale, fulmine, tuono, fulmine, fulmine, tuono, crepitio, rullo, rombo",WEER,ONWEER,"onweer, bliksem, donderslag, bliksem, donder, krak, rol, gerommel",HAVA DURUMU,YILDIRIM,"fırtına, şimşek, gök gürültüsü, şimşek çakması, yıldırım, gök gürültüsü, çatlama, yuvarlanma, gümbürtü",날씨,우뢰,"뇌우, 번개, 벼락, 벼락, 번개, 천둥, 균열, 롤, 럼블",طقس,رعد,عاصفة رعدية، برق، صوت الرعد، صاعقة، رعد، صدع، لفة، ضجيج
WHISTLES,HUMAN,WHSTHmn,WHST,"Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","Cheering, Human, Signal, Whistle, Wolf",SIFFLETS,HUMAIN,"sifflet, acclamation, humain, sifflet de loup, signal",GWIZDANIE,LUDZKIE,"gwizdek, doping, człowiek, wilczy gwizdek, sygnał",PFEIFEN,MENSCHLICH,"Pfeife, Jubel, Mensch, Wolfspfeife, Signal",ASSOBIOS,HUMANO,"assobiar, aplaudir, humano, apito de lobo, sinal",ASSOBIOS,HUMANO,"assobiar, aplaudir, humano, apito de lobo, sinal",哨音,人,口哨、 欢呼、 人浪、 声浪、 狼哨、 信号,哨音,人,口哨、 歡呼、 人浪、 聲浪、 狼哨、 信號,SILBIDOS,HUMANOS,"silbido, aclamación, humano, silbido de lobo, señal",ホイッスル、笛,人、口笛,笛、応援、人間、狼笛、合図,FLØYTE,PLYSTRING,"fløyte, jubel, menneske, ulvefløyte, signal",FLØJTE,MENNESKELIG,"fløjte, jubel, menneske, ulvefløjte, signal",VISSLINGAR,MÄNSKLIG,"visselpipa, jubel, mänsklig visselpipa, vargvisselpipa, signal",VIHELLYS,IHMINEN,"vihellys, hurraus, ihminen, susipilli, merkki, signaali",СВИСТ,ЧЕЛОВЕЧЕСКИЙ,"свисток, аплодисменты, человек, волчий свисток, сигнал",СВИСТ,ЛЮДСЬКИЙ,"свист, вигук, людський, вовчий свист, сигнал",FISCHI,UMANO,"fischio, tifo, umano, fischio di lupo, segnale",FLUITEN,MENS,"fluiten, juichen, mens, wolfsfluit, signaal",ISLIK,İNSAN,"düdük, tezahürat, insan, kurt düdüğü, işaret",휘파람,인간,"휘파람, 환호, 인간, 늑대 휘파람, 신호",صفارات,بشر,صفارة، هتاف، بشر، صوت الذئب، إشارة
